Index,Klasifikasi
112997,Pendidikan
169988,Lainnya
41177,Kesehatan
110399,Lainnya
97044,Kesehatan
5426,Pendidikan
152458,Lainnya
255626,Kesehatan
300511,Kesehatan
172015,Kesehatan
90150,Kesehatan
204264,Kesehatan
309815,Kesehatan
231031,Lainnya
228206,Kesehatan
157905,Lainnya
237263,Kesehatan
249505,Lainnya
284555,Lainnya
58108,Kesehatan
263654,Pendidikan
113958,Kesehatan
245528,Pendidikan
60826,Lainnya
218035,Pendidikan
298296,Pendidikan
77295,Lainnya
148741,Pendidikan
181435,Kesehatan
264242,Pendidikan
114142,Pendidikan
8027,Kesehatan
141164,Lainnya
2729,Lainnya
111454,Pendidikan
32888,Kesehatan
165469,Lainnya
231320,Pendidikan
227088,Pendidikan
150672,Kesehatan
18853,Kesehatan
310940,Pendidikan
110985,Kesehatan
105113,Lainnya
237945,Lainnya
205928,Pendidikan
223156,Pendidikan
185267,Lainnya
259422,Kesehatan
202531,Lainnya
32321,Kesehatan
131820,Lainnya
314389,Pendidikan
304602,Lainnya
236520,Kesehatan
221526,Lainnya
62437,Lainnya
110878,Lainnya
213931,Lainnya
184116,Lainnya
213365,Pendidikan
77677,Kesehatan
245288,Kesehatan
184082,Lainnya
88950,Lainnya
249542,Kesehatan
303391,Kesehatan
231384,Kesehatan
194936,Kesehatan
35980,Lainnya
292056,Lainnya
204597,Pendidikan
119640,Kesehatan
84525,Pendidikan
246203,Kesehatan
96270,Kesehatan
80119,Lainnya
225445,Pendidikan
184195,Kesehatan
290469,Lainnya
146272,Kesehatan
284715,Pendidikan
31994,Kesehatan
44739,Kesehatan
97088,Lainnya
65616,Kesehatan
66672,Lainnya
292267,Lainnya
29744,Lainnya
296868,Kesehatan
298053,Kesehatan
134786,Lainnya
131067,Pendidikan
199601,Pendidikan
131449,Pendidikan
261623,Pendidikan
282116,Pendidikan
100745,Kesehatan
75106,Lainnya
212006,Lainnya
78296,Lainnya
210050,Lainnya
257528,Pendidikan
64154,Pendidikan
289356,Pendidikan
256033,Pendidikan
24049,Kesehatan
283114,Pendidikan
294217,Lainnya
20607,Pendidikan
207293,Lainnya
183669,Lainnya
7099,Kesehatan
305806,Pendidikan
183829,Pendidikan
227556,Lainnya
76092,Lainnya
42685,Lainnya
71533,Kesehatan
80066,Kesehatan
292831,Lainnya
257619,Kesehatan
306970,Lainnya
235513,Lainnya
234397,Pendidikan
259888,Pendidikan
321637,Pendidikan
89116,Pendidikan
154828,Lainnya
128426,Lainnya
39777,Lainnya
282370,Kesehatan
205414,Lainnya
7466,Lainnya
104357,Lainnya
228490,Lainnya
137865,Pendidikan
163118,Kesehatan
211609,Pendidikan
46772,Kesehatan
220130,Kesehatan
168176,Kesehatan
81750,Lainnya
127360,Lainnya
89977,Kesehatan
298537,Kesehatan
237274,Pendidikan
163992,Lainnya
324530,Lainnya
184870,Lainnya
129147,Lainnya
148142,Kesehatan
217848,Kesehatan
290828,Kesehatan
153465,Lainnya
69741,Pendidikan
53096,Lainnya
323524,Lainnya
98326,Lainnya
184579,Kesehatan
165529,Lainnya
216976,Pendidikan
7803,Pendidikan
251279,Kesehatan
44641,Lainnya
201754,Kesehatan
73085,Kesehatan
80473,Kesehatan
37338,Kesehatan
196035,Lainnya
70757,Pendidikan
193769,Kesehatan
161145,Kesehatan
123387,Lainnya
324039,Lainnya
311010,Lainnya
2239,Kesehatan
28329,Pendidikan
115073,Lainnya
6104,Kesehatan
62495,Lainnya
48717,Lainnya
38428,Pendidikan
215579,Lainnya
303655,Kesehatan
138244,Lainnya
147879,Lainnya
63774,Pendidikan
134174,Pendidikan
309776,Kesehatan
229512,Pendidikan
179061,Lainnya
162191,Kesehatan
312259,Pendidikan
119779,Kesehatan
216271,Kesehatan
70949,Lainnya
277061,Kesehatan
216608,Kesehatan
238863,Kesehatan
208730,Lainnya
257193,Lainnya
184565,Lainnya
257401,Pendidikan
3852,Pendidikan
284781,Pendidikan
6643,Kesehatan
29486,Pendidikan
207708,Lainnya
29609,Pendidikan
9540,Pendidikan
58332,Kesehatan
220350,Pendidikan
304321,Kesehatan
322811,Pendidikan
264774,Lainnya
215659,Kesehatan
11372,Pendidikan
217576,Pendidikan
248041,Kesehatan
161595,Pendidikan
275263,Pendidikan
224471,Kesehatan
147329,Kesehatan
132605,Pendidikan
123429,Pendidikan
60508,Lainnya
8543,Pendidikan
267737,Pendidikan
46361,Kesehatan
126459,Lainnya
324621,Pendidikan
81661,Kesehatan
157541,Kesehatan
256890,Lainnya
239443,Lainnya
141576,Pendidikan
124958,Pendidikan
259380,Lainnya
254472,Pendidikan
283413,Lainnya
183577,Lainnya
156662,Lainnya
318082,Lainnya
143499,Kesehatan
297223,Kesehatan
76050,Lainnya
130509,Kesehatan
196132,Pendidikan
92114,Kesehatan
142965,Kesehatan
68597,Pendidikan
92014,Kesehatan
301323,Pendidikan
246532,Pendidikan
59816,Pendidikan
250372,Kesehatan
218469,Kesehatan
26625,Kesehatan
203072,Kesehatan
299443,Pendidikan
148585,Kesehatan
171841,Pendidikan
190148,Lainnya
123054,Pendidikan
122437,Lainnya
13006,Kesehatan
210882,Lainnya
239870,Pendidikan
18127,Kesehatan
77527,Pendidikan
73163,Kesehatan
205168,Pendidikan
8121,Lainnya
187543,Lainnya
9323,Pendidikan
314954,Lainnya
112332,Kesehatan
97941,Kesehatan
240060,Lainnya
116604,Lainnya
209350,Kesehatan
284978,Lainnya
9969,Kesehatan
149768,Kesehatan
256685,Pendidikan
243920,Pendidikan
17019,Kesehatan
141594,Lainnya
246967,Lainnya
279853,Pendidikan
39804,Pendidikan
44792,Kesehatan
176463,Pendidikan
306664,Pendidikan
223147,Kesehatan
290759,Kesehatan
305629,Kesehatan
201385,Pendidikan
270369,Lainnya
176412,Pendidikan
51379,Pendidikan
16241,Kesehatan
10422,Lainnya
183329,Pendidikan
221907,Pendidikan
77528,Lainnya
194314,Kesehatan
112464,Lainnya
109543,Lainnya
246258,Kesehatan
296098,Lainnya
203004,Kesehatan
283215,Kesehatan
213103,Lainnya
161334,Pendidikan
143127,Kesehatan
282383,Lainnya
165216,Pendidikan
49182,Kesehatan
284600,Pendidikan
46807,Pendidikan
274700,Kesehatan
34296,Lainnya
323597,Pendidikan
320853,Kesehatan
116217,Lainnya
2331,Pendidikan
126775,Kesehatan
165637,Lainnya
45118,Kesehatan
41012,Pendidikan
222594,Pendidikan
306927,Lainnya
144384,Kesehatan
227245,Lainnya
262589,Kesehatan
101730,Kesehatan
72463,Pendidikan
125381,Lainnya
76715,Pendidikan
103673,Kesehatan
146000,Lainnya
2559,Lainnya
145139,Kesehatan
101377,Pendidikan
66423,Lainnya
263312,Lainnya
187056,Kesehatan
229090,Kesehatan
117656,Lainnya
292781,Pendidikan
185450,Pendidikan
218195,Lainnya
144525,Lainnya
38283,Pendidikan
48217,Lainnya
46054,Kesehatan
209007,Lainnya
27821,Pendidikan
253999,Lainnya
220323,Lainnya
287081,Pendidikan
25002,Pendidikan
80454,Lainnya
191244,Lainnya
20705,Pendidikan
163245,Kesehatan
213179,Lainnya
304806,Pendidikan
166951,Pendidikan
206696,Pendidikan
62797,Pendidikan
99897,Pendidikan
235232,Pendidikan
316097,Kesehatan
315371,Kesehatan
293998,Kesehatan
184229,Kesehatan
56659,Lainnya
97817,Lainnya
194044,Kesehatan
300781,Kesehatan
80628,Kesehatan
66928,Pendidikan
228310,Kesehatan
249108,Pendidikan
140863,Lainnya
3994,Pendidikan
129222,Pendidikan
82202,Lainnya
291485,Lainnya
91815,Lainnya
140324,Lainnya
213589,Lainnya
195089,Lainnya
200458,Kesehatan
41992,Pendidikan
138407,Kesehatan
87495,Pendidikan
289512,Pendidikan
170776,Lainnya
183291,Kesehatan
214035,Kesehatan
148435,Kesehatan
26087,Kesehatan
35511,Lainnya
178743,Pendidikan
225724,Lainnya
270031,Lainnya
11141,Kesehatan
138248,Lainnya
249636,Pendidikan
324260,Kesehatan
296446,Pendidikan
55066,Pendidikan
98340,Kesehatan
141482,Lainnya
226515,Kesehatan
185457,Pendidikan
281740,Kesehatan
27499,Kesehatan
31501,Kesehatan
204114,Pendidikan
85103,Lainnya
44542,Kesehatan
112249,Kesehatan
253980,Kesehatan
60393,Kesehatan
137068,Kesehatan
303143,Pendidikan
92932,Kesehatan
220473,Kesehatan
125077,Kesehatan
226285,Pendidikan
164470,Lainnya
170428,Pendidikan
33635,Kesehatan
40830,Lainnya
147039,Lainnya
59688,Kesehatan
231359,Lainnya
183579,Kesehatan
201915,Pendidikan
290624,Pendidikan
127136,Pendidikan
91372,Pendidikan
250557,Pendidikan
173865,Kesehatan
144717,Pendidikan
263179,Lainnya
206437,Kesehatan
102005,Kesehatan
108543,Pendidikan
130258,Lainnya
152728,Pendidikan
175319,Kesehatan
6553,Lainnya
162605,Pendidikan
107808,Pendidikan
124293,Kesehatan
282413,Kesehatan
5974,Lainnya
159135,Pendidikan
266112,Kesehatan
228003,Pendidikan
203434,Lainnya
254395,Pendidikan
288730,Pendidikan
280905,Lainnya
135386,Lainnya
72398,Lainnya
135272,Kesehatan
57882,Kesehatan
28514,Kesehatan
87922,Pendidikan
33838,Kesehatan
249801,Pendidikan
45359,Kesehatan
164580,Pendidikan
269013,Pendidikan
19493,Lainnya
26836,Lainnya
55573,Kesehatan
144516,Pendidikan
97477,Lainnya
45486,Lainnya
194625,Lainnya
302607,Pendidikan
292140,Kesehatan
22505,Lainnya
84047,Lainnya
293651,Kesehatan
279550,Lainnya
59604,Lainnya
261185,Kesehatan
2740,Lainnya
278423,Pendidikan
7601,Pendidikan
237575,Pendidikan
238999,Pendidikan
6948,Pendidikan
210565,Kesehatan
121125,Lainnya
323245,Kesehatan
125306,Pendidikan
299870,Kesehatan
291151,Lainnya
65587,Kesehatan
131203,Lainnya
93831,Kesehatan
323262,Kesehatan
222532,Pendidikan
184003,Kesehatan
244703,Kesehatan
140713,Lainnya
18122,Kesehatan
101588,Lainnya
305280,Lainnya
157439,Pendidikan
130075,Lainnya
218151,Pendidikan
85712,Pendidikan
322672,Lainnya
305852,Lainnya
240798,Lainnya
267214,Kesehatan
315953,Kesehatan
183705,Pendidikan
161496,Lainnya
102290,Kesehatan
133073,Kesehatan
290117,Lainnya
156071,Lainnya
272604,Lainnya
268635,Kesehatan
305109,Kesehatan
299408,Lainnya
52758,Kesehatan
141582,Lainnya
247839,Kesehatan
323155,Pendidikan
178040,Lainnya
194914,Kesehatan
185476,Lainnya
286093,Kesehatan
180698,Pendidikan
230212,Pendidikan
310621,Kesehatan
93397,Pendidikan
272970,Kesehatan
180252,Kesehatan
239561,Lainnya
116786,Lainnya
269099,Lainnya
119823,Kesehatan
308724,Lainnya
150209,Lainnya
229657,Pendidikan
221029,Pendidikan
200263,Kesehatan
212807,Pendidikan
224366,Kesehatan
252104,Pendidikan
110601,Kesehatan
257659,Pendidikan
142443,Lainnya
305717,Kesehatan
261538,Kesehatan
146794,Pendidikan
64675,Lainnya
176716,Pendidikan
27434,Lainnya
289763,Pendidikan
239844,Kesehatan
15227,Kesehatan
124027,Lainnya
299703,Lainnya
131853,Kesehatan
10640,Lainnya
155548,Kesehatan
243429,Pendidikan
44261,Pendidikan
284995,Lainnya
245356,Kesehatan
19877,Kesehatan
319138,Pendidikan
311607,Pendidikan
37115,Lainnya
148603,Pendidikan
80820,Lainnya
119485,Lainnya
171014,Pendidikan
97381,Kesehatan
308786,Kesehatan
282621,Lainnya
277189,Pendidikan
90420,Lainnya
242171,Lainnya
115709,Kesehatan
280857,Kesehatan
251902,Kesehatan
262089,Lainnya
139406,Pendidikan
125194,Kesehatan
315516,Kesehatan
154020,Lainnya
41062,Lainnya
34020,Pendidikan
302710,Lainnya
313259,Lainnya
270393,Kesehatan
203661,Kesehatan
325134,Lainnya
257106,Pendidikan
179702,Lainnya
241213,Lainnya
148908,Kesehatan
318786,Lainnya
126795,Pendidikan
98858,Pendidikan
160204,Pendidikan
85925,Kesehatan
89109,Pendidikan
98136,Lainnya
247188,Pendidikan
218168,Kesehatan
180799,Lainnya
13212,Pendidikan
70393,Lainnya
39438,Kesehatan
32983,Pendidikan
52586,Lainnya
135680,Lainnya
103157,Kesehatan
94370,Pendidikan
167314,Pendidikan
139062,Lainnya
143846,Lainnya
61113,Lainnya
294570,Kesehatan
275624,Lainnya
270696,Lainnya
264667,Pendidikan
73198,Lainnya
196411,Pendidikan
30705,Pendidikan
104402,Pendidikan
281195,Pendidikan
315060,Pendidikan
218233,Lainnya
157689,Pendidikan
241882,Kesehatan
157600,Pendidikan
161100,Kesehatan
33841,Pendidikan
311315,Lainnya
278055,Lainnya
202333,Pendidikan
88253,Lainnya
188425,Pendidikan
63873,Kesehatan
254990,Kesehatan
160518,Kesehatan
183084,Pendidikan
295479,Kesehatan
245918,Pendidikan
282888,Kesehatan
261882,Pendidikan
58639,Kesehatan
86685,Pendidikan
279893,Kesehatan
74776,Lainnya
307052,Lainnya
55486,Kesehatan
185231,Lainnya
45006,Kesehatan
128176,Kesehatan
243242,Pendidikan
33245,Pendidikan
40348,Pendidikan
10328,Kesehatan
143885,Pendidikan
6734,Lainnya
293771,Pendidikan
76621,Lainnya
3026,Pendidikan
43407,Lainnya
30695,Lainnya
254964,Kesehatan
164746,Lainnya
273257,Lainnya
152880,Lainnya
133151,Kesehatan
215817,Lainnya
182984,Pendidikan
322789,Kesehatan
143682,Pendidikan
287119,Kesehatan
301621,Kesehatan
10007,Lainnya
91901,Lainnya
213317,Pendidikan
265741,Kesehatan
96124,Pendidikan
18591,Lainnya
154394,Lainnya
157242,Kesehatan
168085,Lainnya
211494,Kesehatan
291901,Kesehatan
196119,Kesehatan
294757,Kesehatan
283734,Kesehatan
89655,Pendidikan
188224,Kesehatan
51961,Kesehatan
194339,Kesehatan
84798,Kesehatan
93552,Pendidikan
211530,Lainnya
144224,Lainnya
309287,Pendidikan
292206,Pendidikan
172861,Kesehatan
23477,Kesehatan
115914,Kesehatan
28677,Lainnya
233501,Kesehatan
294001,Pendidikan
113450,Lainnya
263632,Pendidikan
88215,Pendidikan
76563,Lainnya
92415,Lainnya
226527,Lainnya
201526,Pendidikan
204330,Pendidikan
241726,Lainnya
38907,Lainnya
302719,Pendidikan
309374,Kesehatan
132452,Pendidikan
5789,Kesehatan
323934,Pendidikan
119655,Lainnya
191677,Pendidikan
288229,Kesehatan
128793,Lainnya
288369,Lainnya
208003,Kesehatan
72657,Lainnya
41749,Lainnya
157969,Pendidikan
181459,Pendidikan
86081,Kesehatan
269933,Lainnya
53820,Kesehatan
119769,Pendidikan
264386,Kesehatan
222063,Lainnya
266169,Kesehatan
128433,Pendidikan
187820,Kesehatan
317422,Lainnya
21510,Pendidikan
77499,Kesehatan
271975,Kesehatan
16814,Pendidikan
292479,Lainnya
199350,Pendidikan
266759,Pendidikan
164144,Kesehatan
302298,Kesehatan
178199,Kesehatan
257267,Lainnya
249150,Kesehatan
62591,Lainnya
246559,Lainnya
207049,Kesehatan
262621,Kesehatan
137848,Lainnya
222415,Kesehatan
259036,Pendidikan
304046,Pendidikan
90160,Lainnya
206533,Lainnya
157642,Lainnya
146322,Pendidikan
113641,Lainnya
52465,Kesehatan
98566,Kesehatan
175717,Lainnya
200199,Pendidikan
66363,Pendidikan
116948,Lainnya
243544,Pendidikan
6165,Kesehatan
183165,Lainnya
84891,Kesehatan
132003,Kesehatan
149857,Lainnya
142829,Pendidikan
216881,Pendidikan
2784,Kesehatan
181596,Lainnya
40461,Pendidikan
156229,Kesehatan
7380,Kesehatan
144287,Pendidikan
188368,Lainnya
308251,Kesehatan
150376,Lainnya
267706,Lainnya
168318,Kesehatan
43109,Lainnya
179625,Lainnya
247703,Pendidikan
25596,Kesehatan
294298,Lainnya
99536,Lainnya
323971,Pendidikan
41477,Pendidikan
228266,Pendidikan
272817,Pendidikan
95181,Pendidikan
15393,Lainnya
67818,Kesehatan
119592,Lainnya
46120,Pendidikan
135005,Lainnya
183035,Lainnya
166710,Pendidikan
243888,Pendidikan
116859,Lainnya
186659,Pendidikan
234422,Pendidikan
207761,Pendidikan
172859,Pendidikan
218648,Pendidikan
256595,Lainnya
127682,Kesehatan
193844,Lainnya
147732,Lainnya
101286,Pendidikan
216940,Kesehatan
304833,Pendidikan
40256,Kesehatan
205544,Kesehatan
91464,Lainnya
160634,Pendidikan
138071,Lainnya
174021,Lainnya
246605,Lainnya
48659,Kesehatan
37774,Kesehatan
274711,Kesehatan
112247,Lainnya
353,Kesehatan
234661,Lainnya
241261,Kesehatan
306365,Kesehatan
59427,Kesehatan
150448,Pendidikan
47581,Pendidikan
25315,Pendidikan
285665,Lainnya
51437,Kesehatan
114731,Kesehatan
282743,Kesehatan
193635,Pendidikan
161905,Kesehatan
221814,Kesehatan
218079,Pendidikan
170368,Pendidikan
48119,Lainnya
5396,Pendidikan
190514,Kesehatan
304144,Pendidikan
215864,Pendidikan
96679,Kesehatan
91024,Pendidikan
10969,Kesehatan
164814,Lainnya
260352,Lainnya
90033,Pendidikan
172018,Pendidikan
232624,Kesehatan
25859,Kesehatan
63762,Lainnya
32203,Lainnya
100285,Kesehatan
80013,Pendidikan
123613,Lainnya
249204,Lainnya
68737,Pendidikan
318901,Pendidikan
155327,Kesehatan
99087,Pendidikan
298438,Lainnya
218395,Pendidikan
15970,Pendidikan
184796,Lainnya
43222,Pendidikan
34628,Kesehatan
34248,Pendidikan
243592,Lainnya
17093,Kesehatan
189262,Kesehatan
112020,Lainnya
136834,Kesehatan
94361,Lainnya
226223,Kesehatan
163786,Kesehatan
3029,Lainnya
289733,Kesehatan
284206,Lainnya
214326,Lainnya
190694,Pendidikan
51932,Lainnya
3328,Pendidikan
138554,Pendidikan
175522,Kesehatan
46341,Pendidikan
195453,Pendidikan
177210,Pendidikan
116358,Lainnya
215976,Kesehatan
199220,Kesehatan
212966,Kesehatan
48594,Lainnya
252517,Lainnya
303360,Lainnya
187717,Pendidikan
215311,Pendidikan
129923,Pendidikan
72566,Pendidikan
263906,Kesehatan
129227,Pendidikan
300282,Lainnya
265976,Pendidikan
150064,Pendidikan
225750,Kesehatan
244014,Kesehatan
77010,Lainnya
218081,Pendidikan
81501,Kesehatan
138666,Pendidikan
178095,Kesehatan
62908,Kesehatan
92804,Lainnya
158902,Lainnya
24726,Kesehatan
32931,Lainnya
282076,Kesehatan
200828,Pendidikan
324983,Lainnya
287303,Lainnya
175640,Lainnya
177195,Kesehatan
77901,Kesehatan
24162,Kesehatan
291531,Kesehatan
171410,Lainnya
110386,Kesehatan
203200,Kesehatan
316977,Lainnya
65745,Kesehatan
263335,Pendidikan
204386,Pendidikan
105091,Kesehatan
321571,Kesehatan
27556,Kesehatan
31229,Kesehatan
203952,Lainnya
265383,Lainnya
180816,Kesehatan
303728,Kesehatan
80726,Pendidikan
322493,Kesehatan
141007,Pendidikan
160870,Pendidikan
255192,Pendidikan
103374,Pendidikan
300537,Pendidikan
129374,Kesehatan
322814,Pendidikan
289848,Pendidikan
136675,Kesehatan
108536,Kesehatan
225831,Kesehatan
164910,Lainnya
277135,Pendidikan
320598,Lainnya
250194,Kesehatan
81913,Pendidikan
256288,Kesehatan
304128,Kesehatan
168682,Pendidikan
104318,Lainnya
239679,Kesehatan
229908,Lainnya
123839,Lainnya
143696,Pendidikan
2050,Pendidikan
73400,Pendidikan
196600,Lainnya
63930,Lainnya
64903,Kesehatan
61248,Lainnya
183238,Pendidikan
54997,Pendidikan
147691,Lainnya
1554,Pendidikan
205242,Pendidikan
232838,Lainnya
200012,Pendidikan
312075,Pendidikan
151433,Kesehatan
132597,Pendidikan
144128,Kesehatan
61495,Lainnya
104403,Lainnya
56542,Pendidikan
304595,Pendidikan
209212,Lainnya
209379,Kesehatan
72012,Lainnya
161896,Kesehatan
8858,Lainnya
178525,Lainnya
209449,Kesehatan
233496,Kesehatan
150546,Kesehatan
77104,Lainnya
206633,Lainnya
281412,Lainnya
247344,Lainnya
198618,Lainnya
48704,Lainnya
244667,Kesehatan
208927,Pendidikan
235324,Pendidikan
46701,Kesehatan
296601,Kesehatan
248043,Lainnya
17631,Kesehatan
196415,Pendidikan
198300,Pendidikan
240595,Kesehatan
106416,Kesehatan
175631,Lainnya
294032,Pendidikan
137168,Lainnya
162748,Lainnya
242150,Kesehatan
172782,Kesehatan
95807,Kesehatan
283839,Lainnya
240894,Lainnya
258547,Pendidikan
22646,Kesehatan
90879,Pendidikan
227854,Pendidikan
76245,Lainnya
297737,Lainnya
1300,Lainnya
16417,Pendidikan
33630,Pendidikan
197398,Pendidikan
181521,Kesehatan
212054,Pendidikan
8289,Lainnya
312495,Pendidikan
161486,Lainnya
100848,Pendidikan
243812,Lainnya
234006,Pendidikan
81165,Lainnya
100882,Pendidikan
130346,Pendidikan
280046,Lainnya
76357,Pendidikan
296645,Lainnya
316370,Pendidikan
39431,Lainnya
274360,Pendidikan
173100,Pendidikan
85931,Lainnya
304255,Kesehatan
232835,Kesehatan
76861,Lainnya
61849,Lainnya
3998,Lainnya
254047,Kesehatan
128924,Pendidikan
223597,Lainnya
41365,Lainnya
234394,Kesehatan
10729,Pendidikan
231308,Pendidikan
23607,Pendidikan
149098,Pendidikan
18625,Pendidikan
74086,Lainnya
237456,Kesehatan
304812,Kesehatan
62494,Kesehatan
53600,Lainnya
203644,Pendidikan
246645,Kesehatan
296612,Kesehatan
62627,Kesehatan
287539,Lainnya
33848,Pendidikan
66367,Lainnya
95273,Lainnya
159092,Kesehatan
247837,Lainnya
44523,Lainnya
137146,Lainnya
47993,Pendidikan
218698,Lainnya
50735,Kesehatan
229221,Kesehatan
180973,Kesehatan
122641,Pendidikan
313948,Lainnya
128585,Pendidikan
324786,Kesehatan
19222,Kesehatan
51807,Kesehatan
189797,Lainnya
24089,Pendidikan
246392,Pendidikan
118897,Lainnya
120118,Lainnya
238529,Lainnya
271762,Lainnya
212188,Kesehatan
231600,Pendidikan
23154,Lainnya
228147,Kesehatan
81114,Pendidikan
310410,Kesehatan
221245,Lainnya
96750,Lainnya
50828,Kesehatan
152323,Lainnya
229250,Kesehatan
218899,Lainnya
162610,Pendidikan
316004,Kesehatan
216518,Kesehatan
321114,Lainnya
228122,Pendidikan
82608,Kesehatan
20245,Pendidikan
230930,Kesehatan
315373,Kesehatan
245197,Lainnya
255992,Pendidikan
93158,Lainnya
269726,Lainnya
35453,Lainnya
44325,Lainnya
240377,Pendidikan
193419,Kesehatan
321811,Lainnya
137703,Kesehatan
11573,Lainnya
170450,Lainnya
95356,Lainnya
44339,Lainnya
159865,Lainnya
199310,Kesehatan
297149,Pendidikan
81763,Lainnya
306789,Lainnya
257395,Kesehatan
218037,Kesehatan
245946,Lainnya
239357,Lainnya
149978,Lainnya
163467,Kesehatan
160756,Kesehatan
211831,Kesehatan
68459,Lainnya
230094,Pendidikan
166143,Kesehatan
225288,Pendidikan
255357,Pendidikan
11024,Lainnya
238519,Kesehatan
285065,Pendidikan
235590,Lainnya
285991,Pendidikan
171884,Kesehatan
25385,Kesehatan
13477,Lainnya
112735,Kesehatan
319272,Lainnya
25987,Lainnya
204747,Kesehatan
234747,Lainnya
295723,Pendidikan
273883,Kesehatan
9534,Lainnya
181503,Lainnya
83335,Kesehatan
21984,Lainnya
260994,Kesehatan
104163,Lainnya
167130,Pendidikan
109046,Pendidikan
108554,Pendidikan
105779,Lainnya
178714,Lainnya
165143,Kesehatan
122407,Lainnya
214946,Pendidikan
210840,Lainnya
226272,Lainnya
144564,Pendidikan
182124,Kesehatan
222005,Pendidikan
237474,Kesehatan
324578,Lainnya
66299,Pendidikan
316497,Kesehatan
228098,Kesehatan
103581,Lainnya
270761,Kesehatan
269264,Lainnya
260641,Lainnya
282508,Lainnya
129609,Kesehatan
241480,Lainnya
44716,Pendidikan
275103,Kesehatan
79105,Lainnya
7345,Lainnya
200859,Lainnya
148957,Pendidikan
152779,Pendidikan
17227,Pendidikan
149645,Lainnya
153028,Pendidikan
32967,Lainnya
179576,Lainnya
295764,Kesehatan
191011,Kesehatan
107398,Kesehatan
28193,Kesehatan
134852,Pendidikan
292336,Kesehatan
218298,Lainnya
175538,Kesehatan
210779,Lainnya
53326,Pendidikan
8471,Lainnya
107666,Pendidikan
239750,Pendidikan
227104,Kesehatan
98009,Lainnya
27531,Pendidikan
76043,Pendidikan
297719,Lainnya
92846,Kesehatan
65633,Kesehatan
10452,Lainnya
226157,Lainnya
62276,Lainnya
273579,Kesehatan
249254,Lainnya
61864,Kesehatan
73148,Lainnya
27653,Lainnya
22637,Kesehatan
188529,Pendidikan
324716,Lainnya
49055,Lainnya
128349,Pendidikan
283808,Pendidikan
13759,Kesehatan
247317,Pendidikan
151318,Pendidikan
105840,Lainnya
244520,Pendidikan
40097,Kesehatan
76291,Lainnya
269419,Pendidikan
262303,Kesehatan
167514,Kesehatan
281215,Pendidikan
262363,Pendidikan
180041,Lainnya
299668,Pendidikan
39393,Lainnya
131026,Lainnya
138148,Lainnya
102692,Pendidikan
249595,Kesehatan
113205,Pendidikan
313258,Pendidikan
215926,Kesehatan
306147,Lainnya
313328,Lainnya
198302,Kesehatan
166937,Kesehatan
67174,Kesehatan
156456,Pendidikan
152101,Lainnya
264619,Pendidikan
318799,Pendidikan
106166,Kesehatan
123129,Lainnya
300361,Pendidikan
151633,Pendidikan
191773,Pendidikan
257219,Kesehatan
94707,Kesehatan
165038,Pendidikan
172229,Pendidikan
179723,Lainnya
291950,Pendidikan
154662,Lainnya
39854,Pendidikan
166185,Lainnya
307451,Pendidikan
108201,Pendidikan
266920,Lainnya
34672,Lainnya
8122,Pendidikan
110520,Pendidikan
260920,Pendidikan
204827,Kesehatan
156275,Lainnya
320996,Pendidikan
306503,Kesehatan
164756,Lainnya
27647,Pendidikan
307895,Kesehatan
50241,Lainnya
72891,Kesehatan
19752,Kesehatan
232495,Lainnya
257745,Pendidikan
46933,Lainnya
15283,Pendidikan
88212,Kesehatan
185336,Lainnya
23765,Pendidikan
977,Lainnya
246824,Lainnya
199395,Lainnya
235424,Kesehatan
67255,Kesehatan
156014,Lainnya
246494,Lainnya
319171,Kesehatan
163861,Kesehatan
291933,Lainnya
218239,Lainnya
115179,Lainnya
77652,Pendidikan
302290,Kesehatan
110786,Lainnya
200537,Kesehatan
319030,Pendidikan
232302,Lainnya
33885,Pendidikan
321832,Kesehatan
88630,Kesehatan
210969,Kesehatan
199180,Kesehatan
124454,Pendidikan
41433,Pendidikan
54215,Kesehatan
292586,Kesehatan
243596,Lainnya
75924,Pendidikan
277515,Pendidikan
102634,Lainnya
190122,Lainnya
21387,Lainnya
271167,Lainnya
113508,Lainnya
157792,Lainnya
37567,Pendidikan
287401,Kesehatan
231414,Kesehatan
166170,Lainnya
77147,Kesehatan
174420,Pendidikan
198406,Pendidikan
73389,Kesehatan
227990,Pendidikan
54176,Kesehatan
67446,Lainnya
251598,Lainnya
209668,Lainnya
234331,Pendidikan
173689,Kesehatan
231595,Pendidikan
286075,Pendidikan
159700,Pendidikan
5339,Pendidikan
115,Kesehatan
272067,Kesehatan
124774,Kesehatan
144199,Kesehatan
76460,Pendidikan
185288,Pendidikan
148784,Lainnya
55329,Kesehatan
156378,Pendidikan
241200,Kesehatan
97831,Lainnya
143158,Pendidikan
139673,Kesehatan
236029,Lainnya
131926,Pendidikan
209380,Lainnya
69925,Kesehatan
236499,Lainnya
21116,Pendidikan
205177,Kesehatan
182339,Lainnya
273142,Pendidikan
244802,Pendidikan
280232,Pendidikan
89844,Lainnya
61111,Lainnya
146721,Lainnya
295611,Kesehatan
124396,Kesehatan
13588,Kesehatan
150335,Lainnya
59395,Kesehatan
188817,Pendidikan
198944,Kesehatan
22999,Kesehatan
26910,Lainnya
153237,Lainnya
132256,Kesehatan
164885,Lainnya
46576,Kesehatan
262102,Pendidikan
34463,Lainnya
